grant_key,gm_key,legacy_gm_key,ein,gm_name,gm_state,gm_country,gm_country_tran,gm_city,gm_county,gm_msa_code,gm_msa_name,gm_cong_dist,gm_type,gm_organization_code,gm_organization_tran,gm_estab_yr,family_fdn_flag,recipient_key,legacy_recipient_key,recip_ein,recip_name,recip_city,recip_state,recip_zipcode,recip_country,recip_country_tran,recip_county,msa_code,msa_name,recip_cong_dist,recip_location,recip_subject_code,recip_subject_tran,recip_population_code,recip_population_tran,recip_organization_code,recip_organization_tran,recip_strategy_code,recip_strategy_tran,recip_unit,auth_flag,amount,duration,yr_issued,description,grant_subject_code,grant_subject_tran,activity_override,activity_override_tran,grant_population_code,grant_population_tran,grant_strategy_code,grant_strategy_tran,grant_transaction_code,grant_transaction_tran,paid_auth_flag,currency,unconverted_amt,fund_name,fund_type,fund_sub_type,program_area,edition,source_file_type,edms_status,edms_needs_review,edms_needs_review_geo,domestic_foreign_flag,developing_country,intl_countries,intl_countries_tran,intl_geonames,intl_geonames_tran,intl_geotree,intl_geotree_tran,dom_geonames,dom_geonames_tran,dom_geotree,dom_geotree_tran,is_media,descrip_and_name,city_country,lat,lon,geometry,tokens
19894145,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,725681,7851280,         ,Lions Festivals,London,  ,WC2B 6UF,GB,United Kingdom,,0,,,United Kingdom,SH040000,Communication media,,,ED000000,Businesses,,,,Y,3700000,36.0,2013,"For Cannes Chimera Initiative, which will facilitate annual, global creative competition that will build a pipeline of innovative ideas to support communications work on foundation priority issues",,,SH040000,Communication media,,,UN0000; UR0100,"Program support; Awards, prizes and competitions",TA00,Cash grants,A,,,,,,Communications|Global Development,,eFile,Complete,,,F,,,,,,7100068,Global Programs,,,,,True,"Lions Festivals For Cannes Chimera Initiative, which will facilitate annual, global creative competition that will build a pipeline of innovative ideas to support communications work on foundation priority issues","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['cannes', 'chimera', 'facilitate', 'annual', 'global', 'creative', 'competition', 'build', 'pipeline', 'innovative', 'ideas', 'communications', 'work', 'foundation', 'priority', 'issue']"
20101143,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,835147,7591074,         ,Media Trust,London,  ,W12 7SB,GB,United Kingdom,,0,,,United Kingdom,SD000000; SH040000,Philanthropy; Communication media,,,EA000000,Non-governmental organizations,UD0000,Capacity-building and technical assistance,,Y,3231691,0.0,2012,For The Media Trust will create a UK-wide network of local community news hubs bringing together broadcasting and online capacity. This unique project brings together the Media Trust's work with communities and community organisations and will considerably scale up the impact and geographical reach with the integration of local and UK wide news services and media outlets,,,SD000000,Philanthropy,,,UN0000,Program support,TA00,Cash grants,P,GBP,2039308.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Media Trust For The Media Trust will create a UK-wide network of local community news hubs bringing together broadcasting and online capacity. This unique project brings together the Media Trust's work with communities and community organisations and will considerably scale up the impact and geographical reach with the integration of local and UK wide news services and media outlets,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['media', 'trust', 'create', 'ukwide', 'network', 'local', 'news', 'hubs', 'bring', 'together', 'broadcast', 'capacity', 'unique', 'bring', 'together', 'media', 'trust', 'work', 'communities', 'organisations', 'considerably', 'scale', 'impact', 'geographical', 'reach', 'integration', 'local', 'uk', 'wide', 'news', 'service', 'media', 'outlets']"
31741844,46548,ROCK005,131659629,The Rockefeller Foundation,NY,US,United States,New York City,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",12,IF,,,1913,,606218,7682554,         ,Guardian News and Media,London,  ,N1 9GU,GB,United Kingdom,,0,,,United Kingdom,SH010100,Journalism,,,ED000000,Businesses,,,,Y,3000000,,2016,Grant in continued support of its Guardian Cities section to foster reader engagement and understanding of resilience as it affects poor and vulnerable communities in urban areas,SH010100; SN020100; SN000000,Journalism; Urban development; Community and economic development,SH010100,Journalism,PG030200,Low-income people,UN0000,Program support,TA00,Cash grants,A,,,,,,Global Partnerships,,eFile,Complete,,,F,,,,,,,,,,,,True,Guardian News and Media Grant in continued support of its Guardian Cities section to foster reader engagement and understanding of resilience as it affects poor and vulnerable communities in urban areas,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['continue', 'guardian', 'cities', 'section', 'foster', 'reader', 'engagement', 'understand', 'resilience', 'affect', 'poor', 'vulnerable', 'communities', 'urban', 'areas']"
19878853,46548,ROCK005,131659629,The Rockefeller Foundation,NY,US,United States,New York City,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",12,IF,,,1913,,606218,7682554,         ,Guardian News and Media,London,  ,N1 9GU,GB,United Kingdom,,0,,,United Kingdom,SH010100,Journalism,,,ED000000,Businesses,,,,Y,3000000,36.0,2013,"For new section of theguardian.com focusing on cities, resilience and ways to improve the lives of poor and vulnerable communities in urban areas",SG090900; SN020100; SH040700,Urban studies; Urban development; Web media,SG090900,Urban studies,PG030200,Low-income people,UP0400; UP0500,Publications; Online media,TA00,Cash grants,A,,,,,,,,eFile,Complete,,,F,,,,,,,,,,,,True,"Guardian News and Media For new section of theguardian.com focusing on cities, resilience and ways to improve the lives of poor and vulnerable communities in urban areas","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['section', 'theguardiancom', 'focus', 'cities', 'resilience', 'ways', 'improve', 'live', 'poor', 'vulnerable', 'communities', 'urban', 'areas']"
31011546,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,606218,7682554,         ,Guardian News and Media,London,  ,N1 9GU,GB,United Kingdom,,0,,,United Kingdom,SH010100,Journalism,,,ED000000,Businesses,,,,Y,2893865,34.0,2017,To support the global coverage on economic opportunity and empowerment for women and girls and other critical global development and health issues,SH010100; SN020000; SR040400; SE000000,Journalism; Economic development; Women's rights; Health,SH010100,Journalism,PC040000; PG030200,Women and girls; Low-income people,UN0000,Program support,TA00,Cash grants,A,,,,,,Global Policy and Advocacy,,eFile,Complete,,,F,,,,,,7100068,Global Programs,,,,,True,Guardian News and Media To support the global coverage on economic opportunity and empowerment for women and girls and other critical global development and health issues,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['global', 'coverage', 'economic', 'opportunity', 'empowerment', 'women', 'girls', 'critical', 'global', 'health', 'issue']"
20676545,218664,COMI416,         ,Comic Relief,,GB,United Kingdom,London,,     ,,,PC,EA030200  ,Independent foundations,0,,837531,7616092,         ,UnLtd,London,  ,EC1Y 8JJ,GB,United Kingdom,,0,,,United Kingdom,SN060700,Social enterprise,,,EA000000,Non-governmental organizations,,,,Y,2740173,,2014,"This grant to Unltd is a 50% contribution to a partnership between Comic Relief and the Spirit of 2012 to engage young people in social action and social entrepreneurship. The Spirit of 2012 was established from the sale of the Olympic Village to create a lasting legacy form the London 2012 games. The work builds on our previous funding to Unltd, and involves a 4-tier approach to inspiring young people to become a force for good in their local communities. The four levels of engagement range from organising one off community events, longer term activities addressing community conflict and other problems all identified by young people themselves, through establishing social businesses. There is a strand through the all levels of the programme enabling peer support and online networking. The grant will pay for a number of direct funding awards to young people as well as support and mentoring costs to maximise young people's efforts.",SS050400; SN060700; SS050303; SH050202,Youth organizing; Social enterprise; Youth peer mentoring; Mobile communications,SS050400,Youth organizing,PA020100; PA010400,Young adults; Adolescents,UN0000,Program support,TA00,Cash grants,P,GBP,1751693.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,True,"UnLtd This grant to Unltd is a 50% contribution to a partnership between Comic Relief and the Spirit of 2012 to engage young people in social action and social entrepreneurship. The Spirit of 2012 was established from the sale of the Olympic Village to create a lasting legacy form the London 2012 games. The work builds on our previous funding to Unltd, and involves a 4-tier approach to inspiring young people to become a force for good in their local communities. The four levels of engagement range from organising one off community events, longer term activities addressing community conflict and other problems all identified by young people themselves, through establishing social businesses. There is a strand through the all levels of the programme enabling peer support and online networking. The grant will pay for a number of direct funding awards to young people as well as support and mentoring costs to maximise young people's efforts.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['unltd', '50', 'contribution', 'partnership', 'comic', 'relief', 'spirit', '2012', 'engage', 'young', 'people', 'social', 'action', 'social', 'entrepreneurship', 'spirit', '2012', 'establish', 'sale', 'olympic', 'village', 'create', 'last', 'legacy', 'form', 'london', '2012', 'game', 'work', 'build', 'previous', 'unltd', 'involve', '4tier', 'approach', 'inspire', 'young', 'people', 'become', 'force', 'good', 'local', 'communities', 'four', 'level', 'engagement', 'range', 'organise', 'one', 'events', 'longer', 'term', 'activities', 'address', 'conflict', 'problems', 'identify', 'young', 'people', 'establish', 'social', 'businesses', 'strand', 'level', 'programme', 'enable', 'peer', 'network', 'pay', 'number', 'direct', 'award', 'young', 'people', 'well', 'mentor', 'cost', 'maximise', 'young', 'people', 'efforts']"
18476913,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,353092,7113858,         ,BBC World Service Trust,London,  ,,GB,United Kingdom,,0,,,United Kingdom,SH040000; ST040000,Communication media; International development,,,EA000000,Non-governmental organizations,,,,Y,2639093,60.0,2011,"To shape demand and social norms and improve family health practices in Bihar, through integrated and sustainable multi-channel communication strategy, empowering those who currently lack the information and agency to make informed decisions about their health",SE130000; SH040000; ST040000,Public health; Communication media; International development,SE130000,Public health,PC040000; PG030200,Women and girls; Low-income people,UN0000; UM0100; UC0000,Program support; Research; Continuing support,TA00,Cash grants,A,,,,,,Global Development,,eFile,Complete,,,F,,IN,India,1275715,State of Bihār,,,,,,,False,"BBC World Service Trust To shape demand and social norms and improve family health practices in Bihar, through integrated and sustainable multi-channel communication strategy, empowering those who currently lack the information and agency to make informed decisions about their health","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['shape', 'demand', 'social', 'norms', 'improve', 'family', 'health', 'practice', 'bihar', 'integrate', 'sustainable', 'multichannel', 'communication', 'strategy', 'empower', 'currently', 'lack', 'agency', 'make', 'inform', 'decisions', 'health']"
19520895,118500,HEWL001,941655673,The William and Flora Hewlett Foundation,CA,US,United States,Menlo Park,San Mateo,41860,"San Francisco-Oakland-Hayward, CA",18,IF,,,1966,,448989,7411861,         ,Development Initiatives,Bristol,  ,BS1 6FL,GB,United Kingdom,,0,,,United Kingdom,ST040000,International development,PG030200,Low-income people,EA000000,Non-governmental organizations,UM0000,Research and evaluation,,Y,2500000,36.0,2013,"For the Information To End Poverty program. Development Initiatives' Information to End Poverty program (InfoTEP) seeks to make information about aid and other poverty-related financing more transparent, accessible, and useful. Building on its expertise helping to shape the International Aid Transparency Initiative, InfoTEP is advocating for a global agreement to open data on all poverty reduction resources. Working with local partners in Kenya, Uganda, and Nepal, InfoTEP would help watchdog groups to access and understand this data so they can use the information to advocate for better resource allocation decisions. InfoTEP seeks to enable strong feedback loops between national development priorities and international commitments such as the post-2015 development goals",ST040000; SH050201,International development; Internet,ST040000,International development,,,UN0000; UM0100; UP0500; UK0600; UM0000,Program support; Research; Online media; Ethics and accountability; Research and evaluation,TA00,Cash grants,A,,,,,,"Global Development and Population/Amplifying Voice/Transparency, Accountability, & Participation",,eFile,Complete,,,F,Y,KE; NP; UG,Kenya; Nepal; Uganda,192950; 226074; 1282988,Republic of Kenya; Republic of Uganda; Federal Democratic Republic of Nepal,7100067; 7100068,Developing Countries; Global Programs,,,,,False,"Development Initiatives For the Information To End Poverty program. Development Initiatives' Information to End Poverty program (InfoTEP) seeks to make information about aid and other poverty-related financing more transparent, accessible, and useful. Building on its expertise helping to shape the International Aid Transparency Initiative, InfoTEP is advocating for a global agreement to open data on all poverty reduction resources. Working with local partners in Kenya, Uganda, and Nepal, InfoTEP would help watchdog groups to access and understand this data so they can use the information to advocate for better resource allocation decisions. InfoTEP seeks to enable strong feedback loops between national development priorities and international commitments such as the post-2015 development goals","Bristol, United Kingdom",51.454513,-2.58791,POINT (-2.58791 51.454513),"['end', 'poverty', 'initiatives', 'end', 'poverty', 'infotep', 'seek', 'make', 'aid', 'povertyrelated', 'finance', 'transparent', 'accessible', 'useful', 'build', 'expertise', 'help', 'shape', 'international', 'aid', 'transparency', 'infotep', 'advocate', 'global', 'agreement', 'open', 'data', 'poverty', 'reduction', 'resources', 'work', 'local', 'partner', 'kenya', 'uganda', 'nepal', 'infotep', 'would', 'watchdog', 'group', 'access', 'understand', 'data', 'advocate', 'better', 'resource', 'allocation', 'decisions', 'infotep', 'seek', 'enable', 'strong', 'feedback', 'loop', 'national', 'priorities', 'international', 'commitments', 'post2015', 'goals']"
35136833,155114,NIKE002,931159948,NIKE Foundation,OR,US,United States,Beaverton,Washington,38900,"Portland-Vancouver-Hillsboro, OR-WA",01,CS,,,1994,,4875600,4875600,         ,Girl Effect,London,  ,W1F 0DE,GB,United Kingdom,,0,,,United Kingdom,SS050000; SH000000,Youth development; Information and Communications,PC040100; PG030200,Girls; Low-income people,EA000000,Non-governmental organizations,,,,Y,2500000,,2017,Operational support of the girl effect program whereby all program activities must be exclusively charitable in accordance with the charitable dbjectives of the grantee.,,,SS050000,Youth development,,,UN0000; UN0300,Program support; Program expansion,TA00,Cash grants,P,,,,,,,,DataStream 990PF XML,Complete,,,F,,,,,,7100068,Global Programs,,,,,False,Girl Effect Operational support of the girl effect program whereby all program activities must be exclusively charitable in accordance with the charitable dbjectives of the grantee.,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['operational', 'girl', 'effect', 'whereby', 'activities', 'must', 'exclusively', 'charitable', 'accordance', 'charitable', 'dbjectives', 'grantee']"
18475992,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,606218,7682554,         ,Guardian News and Media,London,  ,N1 9GU,GB,United Kingdom,,0,,,United Kingdom,SH010100,Journalism,,,ED000000,Businesses,,,,Y,2492746,36.0,2011,"To support online micro-site focused on providing compelling, evidence-based content, discussion and debate on the Millennium Development Goals and related health and development themes",SE130000; ST040000; SH010104; SH040700,Public health; International development; Advocacy journalism; Web media,SE130000,Public health,PG030200,Low-income people,UP0500,Online media,TA00,Cash grants,A,,,,,,Communications,,eFile,Complete,,,F,Y,,,,,7100067; 7100068,Developing Countries; Global Programs,,,,,True,"Guardian News and Media To support online micro-site focused on providing compelling, evidence-based content, discussion and debate on the Millennium Development Goals and related health and development themes","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['microsite', 'focus', 'provide', 'compel', 'evidencebased', 'content', 'discussion', 'debate', 'millennium', 'goals', 'relate', 'health', 'theme']"
31202453,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,323227,49471,         ,University of Southampton,Southampton,  ,,GB,United Kingdom,,0,,,United Kingdom,SB050300,University education,PJ050000,Academics,EB000000,Governments and agencies,,,,Y,2321020,38.0,2015,To construct consistent and comparable global maps of population distributions and demographics for the 1990-2020 period that will be made freely available to the global community,SG060000; SH050109,Population studies; Geographic Information Systems,SG060000,Population studies,,,UM0100,Research,TA00,Cash grants,A,,,,,,,,eFile,Complete,,,F,,,,,,7100068,Global Programs,,,,,False,University of Southampton To construct consistent and comparable global maps of population distributions and demographics for the 1990-2020 period that will be made freely available to the global community,"Southampton, United Kingdom",50.90970040000001,-1.4043509,POINT (-1.4043509 50.90970040000001),"['construct', 'consistent', 'comparable', 'global', 'map', 'population', 'distributions', 'demographics', '19902020', 'period', 'make', 'freely', 'available', 'global']"
35101825,155114,NIKE002,931159948,NIKE Foundation,OR,US,United States,Beaverton,Washington,38900,"Portland-Vancouver-Hillsboro, OR-WA",01,CS,,,1994,,4875600,4875600,         ,Girl Effect,London,  ,W1F 0DE,GB,United Kingdom,,0,,,United Kingdom,SS050000; SH000000,Youth development; Information and Communications,PC040100; PG030200,Girls; Low-income people,EA000000,Non-governmental organizations,,,,Y,2238266,,2017,OPERATIONAL SUPPORT OF THE GIRL EFFECT PROGRAM WHEREBY ALL PROGRAM ACTIVITIES MUST BE EXCLUSIVELY CHARITABLE IN ACCORDANCE WITH THE CHARITABLE OBJECTIVES OF THE GRANTEE.,,,SS050000,Youth development,,,UN0000; UM0200,Program support; Program evaluations,TA00,Cash grants,P,,,,,,,,DataStream 990PF XML,Complete,,,F,,,,,,7100068,Global Programs,,,,,False,Girl Effect OPERATIONAL SUPPORT OF THE GIRL EFFECT PROGRAM WHEREBY ALL PROGRAM ACTIVITIES MUST BE EXCLUSIVELY CHARITABLE IN ACCORDANCE WITH THE CHARITABLE OBJECTIVES OF THE GRANTEE.,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['operational', 'girl', 'effect', 'whereby', 'activities', 'must', 'exclusively', 'charitable', 'accordance', 'charitable', 'objectives', 'grantee']"
25873266,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,3126915,3126915,986001062,University of Oxford,Oxford,  ,OX1 2JD,GB,United Kingdom,,0,,,United Kingdom,SB050300,University education,PJ050000,Academics,EB000000; EA040000; EF000000,Governments and agencies; Public charities; Schools,,,,Y,2189661,47.0,2016,To improve the geospatial information available to countries planning and implementing malaria control and elimination activities,SE151002; SE130100; SH050109,Malaria; Communicable disease control; Geographic Information Systems,SB050300,University education,PG030000,Economically disadvantaged people,UN0000; UM0000; UM0400,Program support; Research and evaluation; Data and measurement systems,TA00,Cash grants,A,,,,,,,,eFile,Complete,,,F,,,,,,7100068,Global Programs,,,,,False,University of Oxford To improve the geospatial information available to countries planning and implementing malaria control and elimination activities,"Oxford, United Kingdom",51.7520209,-1.2577263,POINT (-1.2577263 51.7520209),"['improve', 'geospatial', 'available', 'countries', 'plan', 'implement', 'malaria', 'control', 'elimination', 'activities']"
20677416,218664,COMI416,         ,Comic Relief,,GB,United Kingdom,London,,     ,,,PC,EA030200  ,Independent foundations,0,,843300,7754288,         ,UK Community Foundations,London,  ,SW9 8DJ,GB,United Kingdom,,0,,,United Kingdom,SD020000,Foundations,,,EA060300; EA060000; EA010000; EA060302,Organizational membership associations; Associations; Community foundations; Affinity groups,UJ0000,Network-building and collaboration,,Y,2027333,,2014,"The UK Community Foundation allocates small grants on our behalf through their network of 53 local foundations. This additional funding will support a range of projects including food banks, projects working with homeless people and projects working with bereaved young people. In addition to providing great services, the projects will help with visits, press work and appeal films. The funding will enable approximately 40 projects to be supported.",SS000000; SS030601; SS090200; SS050100; SH040200,Human services; Food banks; Homeless services; Youth services; Film and video,SS000000,Human services,PG030000,Economically disadvantaged people,UB0000,Regranting,TA00,Cash grants,P,GBP,1296000.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,True,"UK Community Foundations The UK Community Foundation allocates small grants on our behalf through their network of 53 local foundations. This additional funding will support a range of projects including food banks, projects working with homeless people and projects working with bereaved young people. In addition to providing great services, the projects will help with visits, press work and appeal films. The funding will enable approximately 40 projects to be supported.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['uk', 'foundation', 'allocate', 'small', 'grant', 'behalf', 'network', '53', 'local', 'foundations', 'additional', 'range', 'project', 'include', 'food', 'bank', 'project', 'work', 'homeless', 'people', 'project', 'work', 'bereave', 'young', 'people', 'addition', 'provide', 'great', 'service', 'project', 'visit', 'press', 'work', 'appeal', 'film', 'enable', 'approximately', '40', 'project', 'support']"
20677415,218664,COMI416,         ,Comic Relief,,GB,United Kingdom,London,,     ,,,PC,EA030200  ,Independent foundations,0,,843300,7754288,         ,UK Community Foundations,London,  ,SW9 8DJ,GB,United Kingdom,,0,,,United Kingdom,SD020000,Foundations,,,EA060300; EA060000; EA010000; EA060302,Organizational membership associations; Associations; Community foundations; Affinity groups,UJ0000,Network-building and collaboration,,Y,2008561,0.0,2013,"In each of the past three years, we have awarded approximately 1 million in each year to UKGC to solicit applications from organisations which can deliver for our broadcast, visits and wider media requirements.",SH040000,Communication media,SH040000,Communication media,,,UP0000,Presentations and productions,TA00,Cash grants,P,GBP,1284000.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,True,"UK Community Foundations In each of the past three years, we have awarded approximately 1 million in each year to UKGC to solicit applications from organisations which can deliver for our broadcast, visits and wider media requirements.","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['past', 'three', 'years', 'award', 'approximately', 'million', 'year', 'ukgc', 'solicit', 'applications', 'organisations', 'deliver', 'broadcast', 'visit', 'wider', 'media', 'requirements']"
31005797,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,3126915,3126915,986001062,University of Oxford,Oxford,  ,OX1 2JD,GB,United Kingdom,,0,,,United Kingdom,SB050300,University education,PJ050000,Academics,EB000000; EA040000; EF000000,Governments and agencies; Public charities; Schools,,,,Y,1799960,49.0,2017,"To give a global overview and to show changes over time, using longitudinal health and development data",SE000000; ST040000; SH010200,Health; International development; Open data,SE000000,Health,,,UN0000; UM0400; UM0100,Program support; Data and measurement systems; Research,TA00,Cash grants,A,,,,,,Global Policy and Advocacy,,eFile,Complete,,,F,Y,,,,,7100068,Global Programs,,,,,False,"University of Oxford To give a global overview and to show changes over time, using longitudinal health and development data","Oxford, United Kingdom",51.7520209,-1.2577263,POINT (-1.2577263 51.7520209),"['global', 'overview', 'show', 'change', 'time', 'use', 'longitudinal', 'health', 'data']"
20677418,218664,COMI416,         ,Comic Relief,,GB,United Kingdom,London,,     ,,,PC,EA030200  ,Independent foundations,0,,843300,7754288,         ,UK Community Foundations,London,  ,SW9 8DJ,GB,United Kingdom,,0,,,United Kingdom,SD020000,Foundations,,,EA060300; EA060000; EA010000; EA060302,Organizational membership associations; Associations; Community foundations; Affinity groups,UJ0000,Network-building and collaboration,,Y,1754167,,2014,"Over the last five years, Comic Relief has contracted with UK Community Foundations (UKCF - previously CFN) to deliver four programmes on our behalf under the title 'local to You'. The Community Cash programme - a partnership between Comic Relief, UKCF, selected Community Foundations and local media partners has raised the profile of grant making in the UK, engaged key regional print titles and enabled a wider platform to talk about the Sport Relief and RND campaigns. We are keen to build on its success and are seeking agreement to run Community Cash again for Red Nose Day 2015 across the UK, and in London through the ESDF",SH000000,Information and Communications,SH000000,Information and Communications,,,UB0000,Regranting,TA00,Cash grants,P,GBP,1121375.0,,,,,,eFile,Complete,,,F,,GB,United Kingdom,2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,True,"UK Community Foundations Over the last five years, Comic Relief has contracted with UK Community Foundations (UKCF - previously CFN) to deliver four programmes on our behalf under the title 'local to You'. The Community Cash programme - a partnership between Comic Relief, UKCF, selected Community Foundations and local media partners has raised the profile of grant making in the UK, engaged key regional print titles and enabled a wider platform to talk about the Sport Relief and RND campaigns. We are keen to build on its success and are seeking agreement to run Community Cash again for Red Nose Day 2015 across the UK, and in London through the ESDF","London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['last', 'five', 'years', 'comic', 'relief', 'contract', 'uk', 'foundations', 'ukcf', 'previously', 'cfn', 'deliver', 'four', 'program', 'behalf', 'title', 'local', 'cash', 'programme', 'partnership', 'comic', 'relief', 'ukcf', 'select', 'foundations', 'local', 'media', 'partner', 'raise', 'profile', 'make', 'uk', 'engage', 'key', 'regional', 'print', 'title', 'enable', 'wider', 'platform', 'talk', 'sport', 'relief', 'rnd', 'campaign', 'keen', 'build', 'success', 'seek', 'agreement', 'run', 'cash', 'red', 'nose', 'day', '2015', 'across', 'uk', 'london', 'esdf']"
20452284,116071,GATE023,562618866,Bill & Melinda Gates Foundation,WA,US,United States,Seattle,King,42660,"Seattle-Tacoma-Bellevue, WA",07,FM,EA060100  ,Coalitions and alliances,0,Y,812242,7968286,         ,Islamic Relief Worldwide,Birmingham,  ,B5 6LB,GB,United Kingdom,,0,,,United Kingdom,SS030000; ST040000,Basic and emergency aid; International development,PG030200,Low-income people,EA000000,Non-governmental organizations,,,,Y,1740000,24.0,2014,To establish a link between libraries and primary schools and build their capacity to improve quality of education across Mednine Governorate in close coordination with the Tunisian Government,SB000000; SH020000; SB030000; SK050400,Education; Libraries; Elementary and secondary education; Government regulation,SB000000,Education,PA010000; PJ050100; PG030200,Children and youth; Students; Low-income people,UN0000,Program support,TA00,Cash grants,A,,,,,,,,,Complete,,,F,Y,TN,Tunisia,2464461,Republic of Tunisia,,,,,,,False,Islamic Relief Worldwide To establish a link between libraries and primary schools and build their capacity to improve quality of education across Mednine Governorate in close coordination with the Tunisian Government,"Birmingham, United Kingdom",52.48624299999999,-1.890401,POINT (-1.890401 52.48624299999999),"['establish', 'link', 'libraries', 'primary', 'school', 'build', 'capacity', 'improve', 'quality', 'education', 'across', 'mednine', 'governorate', 'close', 'coordination', 'tunisian', 'government']"
